,patent_number,patent_title,patent_date,patent_kind,assignee_id
8032,7721337,System and method for providing a push of background data,2010-05-18,B2,1cb5050a-1488-4e17-9166-66fc7c4adb36
8033,7705829,System and method for providing computer input,2010-04-27,B1,2ceda4af-f510-4e0c-8100-4868b5a2dd4c
8034,7739381,"System and method for providing encryption in storage operations in a storage network, such as for use by application service providers that provide data storage services",2010-06-15,B2,97a8f6bd-38ac-4f23-b97a-586e05a7f1b7
8035,7725671,System and method for providing redundant access to metadata over a network,2010-05-25,B2,97a8f6bd-38ac-4f23-b97a-586e05a7f1b7
8036,7734915,System and method for remote device registration,2010-06-08,B2,7d6fd8a2-d514-4fda-b55f-d2b0cfdddccf
8037,7739378,System and method for transmitting pollution information over an integrated wireless network,2010-06-15,B2,d555a1f8-9212-4e54-b814-ebca2d81f571
8038,7739677,System and method to prevent data corruption due to split brain in shared data clusters,2010-06-15,B1,a88766e3-1d08-48e0-b7db-77115768bd19
8039,7657308,System and methods for performing dynamic pedicle integrity assessments,2010-02-02,B2,4a7e53d6-a85e-47e0-960f-0272d09ddb36
8040,7664544,System and methods for performing percutaneous pedicle integrity assessments,2010-02-16,B2,4a7e53d6-a85e-47e0-960f-0272d09ddb36
8041,7647373,System and process for network collaboration through embedded annotation and rendering instructions,2010-01-12,B2,43669b41-908d-46e9-9eed-49affcfda649
8042,7685004,System and software of enhanced pharmaceutical operations in long-term care facilities and related methods,2010-03-23,B2,b0cd87a4-304a-45fe-b1c5-5e6df85647b1
8043,7698019,System and software of enhanced pharmaceutical operations in long-term care facilities and related methods,2010-04-13,B2,b0cd87a4-304a-45fe-b1c5-5e6df85647b1
8044,7707480,System employing data verification operations of differing computational costs,2010-04-27,B2,0bf516dd-fe0d-4acf-ae5d-3143cf7a2619
8045,7638337,System for agitating the fluid contents of a container,2009-12-29,B2,425cd741-4844-49f0-a1fa-546107d327f9
8046,7733918,System for live audio presentations,2010-06-08,B2,ab72bf48-fbe4-429f-94bf-94a91b34e4da
8047,7699781,System for phase inversion ultrasonic imaging,2010-04-20,B2,58cd5dcd-7408-462b-b383-56e01557566c
8048,7671874,System for regional data association and presentation and method for the same,2010-03-02,B2,1c3ed3d4-139d-4c9e-9b1e-89983e0d4295
8049,7631201,System software for managing power allocation to Ethernet ports in the absence of mutually exclusive detection and powering cycles in hardware,2009-12-08,B2,ed261eee-18f6-48f4-bbcc-e7919d5abcf4
8050,7660807,Systems and methods for cataloging metadata for a metabase,2010-02-09,B2,97a8f6bd-38ac-4f23-b97a-586e05a7f1b7
8051,7631151,Systems and methods for classifying and transferring information in a storage network,2009-12-08,B2,97a8f6bd-38ac-4f23-b97a-586e05a7f1b7
8052,7660800,Systems and methods for classifying and transferring information in a storage network,2010-02-09,B2,97a8f6bd-38ac-4f23-b97a-586e05a7f1b7
8053,7668884,Systems and methods for classifying and transferring information in a storage network,2010-02-23,B2,97a8f6bd-38ac-4f23-b97a-586e05a7f1b7
8054,7707178,Systems and methods for classifying and transferring information in a storage network,2010-04-27,B2,97a8f6bd-38ac-4f23-b97a-586e05a7f1b7
8055,7711700,Systems and methods for classifying and transferring information in a storage network,2010-05-04,B2,97a8f6bd-38ac-4f23-b97a-586e05a7f1b7
8056,7734593,Systems and methods for classifying and transferring information in a storage network,2010-06-08,B2,97a8f6bd-38ac-4f23-b97a-586e05a7f1b7
8057,7703674,Systems and methods for counting surgical implements,2010-04-27,B2,b301703e-a586-427c-9a2c-add574bc89d1
8058,7644245,Systems and methods for detecting and mitigating storage risks,2010-01-05,B2,97a8f6bd-38ac-4f23-b97a-586e05a7f1b7
8059,7721588,Systems and methods for detecting particles,2010-05-25,B2,84f0b2b5-1a48-4545-be04-474db3b68744
8060,7731720,Systems and methods for injecting flowable materials into bones,2010-06-08,B2,72d0a9d0-d351-4505-9600-63fbffadc2d4
8061,7697492,Systems and methods for monitoring and controlling remote devices,2010-04-13,B2,d555a1f8-9212-4e54-b814-ebca2d81f571
8062,7651593,Systems and methods for performing data replication,2010-01-26,B2,97a8f6bd-38ac-4f23-b97a-586e05a7f1b7
8063,7739459,Systems and methods for performing storage operations in a computer network,2010-06-15,B2,97a8f6bd-38ac-4f23-b97a-586e05a7f1b7
8064,7699470,Systems and methods for prediction of objective visual acuity based on wavefront measurements,2010-04-20,B2,cc3f623d-df98-491f-b008-3b8487c2e608
8065,7734369,"Systems and methods for purchasing, invoicing and distributing items",2010-06-08,B2,0cc2e54c-4566-45d8-bc08-ecf6af9c215f
8066,7657666,"Systems and methods of media management, such as management of media to and from a media storage library, including removable media",2010-02-02,B2,97a8f6bd-38ac-4f23-b97a-586e05a7f1b7
8067,7721136,Systems and methods providing input\/output fencing in shared storage environments,2010-05-18,B2,a88766e3-1d08-48e0-b7db-77115768bd19
8068,7695186,"Systems using a levitating, rotating pumping or mixing element and related methods",2010-04-13,B2,b334d653-d966-4bd3-bffd-b80df12d4e03
8069,7682094,Tape drive and printing apparatus,2010-03-23,B2,25aa913c-d164-495f-a3ad-edeb6d008993
8070,7722268,Tape drive and printing apparatus,2010-05-25,B2,25aa913c-d164-495f-a3ad-edeb6d008993
8071,7717929,Technique for securing a suture,2010-05-18,B2,beac703c-3c66-4f1f-85f2-17a38eb57d43
8072,7744576,Thin and dry diaper,2010-06-29,B2,3e07e36d-72fa-41e6-88ce-a507a4a83c36
8073,7731475,Tilted cone diffuser for use with an exhaust system of a turbine,2010-06-08,B2,1c71c12e-7441-42ff-8616-f990ddd3b186
8074,7641336,Tinted contact lenses with combined limbal ring and iris patterns,2010-01-05,B2,f7463324-b31e-4142-902a-8840a995b810
8075,7637870,Tissue penetrating catheters having integral imaging transducers and their methods of use,2009-12-29,B2,37b3ac59-1aa2-4405-9171-92d05288ac9a
8076,7631370,Toilet training device for small children,2009-12-15,B2,ce22e033-646d-41fe-a18d-ceb2c0bd31e4
8077,7690547,Tool assembly for a surgical stapling device,2010-04-06,B2,e307c2b0-8784-4ea0-8bed-83f39c1c7e68
8078,7694993,Trailer steering mechanism,2010-04-13,B2,
8079,7703679,Trajectory compensating sighting device systems and methods,2010-04-27,B1,5b0b2f2a-1e68-4c15-9113-5e4dcde913ea
8080,7724148,Transceiver unit in a pressure measurement system,2010-05-25,B2,beac703c-3c66-4f1f-85f2-17a38eb57d43
8081,7654956,Transcutaneous analyte sensor,2010-02-02,B2,fe9ac0bd-92de-4d63-a16a-dea9de5a73e6
8082,7650654,Transfer device,2010-01-26,B2,60d95f5b-895d-4000-945c-10da0a3f5e88
8083,7676865,Transferable patient care equipment support,2010-03-16,B2,e5fc32c3-a913-455a-94ce-9932d30eefff
8084,7713304,Transforaminal prosthetic spinal disc replacement,2010-05-11,B2,e8ccecec-459e-40b4-8872-5080c7f7c6c8
8085,7726813,Transformation methods of wavefront maps from one vertex distance to another,2010-06-01,B2,cc3f623d-df98-491f-b008-3b8487c2e608
8086,7746003,Transformer wiring method and apparatus for fluorescent lighting,2010-06-29,B2,665678bd-01bf-47a4-9afb-d90dd2ce8db8
8087,7659079,Transmissible spongiform encephalopathy test reagents and methods,2010-02-09,B2,2de144ca-dd7f-457a-b3db-145b1189d9e6
8088,7706468,Transmitter with forward error correction coding for hybrid AM in-band on-channel digital audio broadcasting systems,2010-04-27,B2,1cb5050a-1488-4e17-9166-66fc7c4adb36
8089,7649668,Transparent window panel with a field of view that can be partially darkened and method of controlling a surface element that can be electrochromically lightened inside a transparent window panel,2010-01-19,B2,a162349b-de85-4a79-beda-0ca6cada63a8
8090,7635353,Transseptal puncture needles and needle assemblies,2009-12-22,B2,bd2eb766-2854-4bfb-afc1-8415beec6ca7
8091,7687741,Triggering events in a welder with a real-time clock,2010-03-30,B2,05eb422e-37fa-4558-a668-4708de75b01e
8092,7632079,Tube set for use with a surgical irrigation pump and tool system,2009-12-15,B2,60d95f5b-895d-4000-945c-10da0a3f5e88
8093,7716840,Tubing cutter,2010-05-18,B2,5bbbc58c-5249-4db5-8188-76480883c35f
8094,7650801,Turbine flowmeter,2010-01-26,B2,177aa8eb-e631-476f-a4a1-0c7e325de30c
8095,7651490,Ultrasonic handpiece,2010-01-26,B2,895a2862-b2bc-4ee9-8117-b3b3ea0c96ea
8096,7740586,Ultrasonic signal processor for a hand held ultrasonic diagnostic instrument,2010-06-22,B2,1f19ef24-6ca1-4730-baa9-aaa179d91fe8
8097,7645256,Ultrasound handpiece,2010-01-12,B2,895a2862-b2bc-4ee9-8117-b3b3ea0c96ea
8098,7720266,Ultrasound image enhancement and speckle mitigation method,2010-05-18,B2,1df0d9cd-11fe-4a33-9c5d-f77ee7328e87
8099,7682309,Ultrasound system for generating a single set of ultrasound pulse firings,2010-03-23,B2,58cd5dcd-7408-462b-b383-56e01557566c
8100,7634511,User interface for viewing logical representation of a database backed up by a database recovery manager,2009-12-15,B1,a88766e3-1d08-48e0-b7db-77115768bd19
8101,7657550,User interfaces and methods for managing data in a metabase,2010-02-02,B2,97a8f6bd-38ac-4f23-b97a-586e05a7f1b7
8102,7657582,Using recent activity information to select backup versions of storage objects for restoration,2010-02-02,B1,a88766e3-1d08-48e0-b7db-77115768bd19
8103,7637893,Valved sheath introducer for venous cannulation,2009-12-29,B2,476913c2-e6d6-4d09-aecd-c32bb1d0c48a
8104,7707785,Variable girder tie,2010-05-04,B2,c4bd4a76-e38e-4cca-b66a-550ba2155aa6
8105,7676306,Vehicle behavior analysis system,2010-03-09,B2,3c1f4e0d-4cd9-4bc7-b031-de45d65989a8
8106,7667669,Vehicle display device having a wireless transmitter,2010-02-23,B2,5c419222-092d-41ad-9d2f-9be0eff18033
8107,7661759,Vehicle headrest cover,2010-02-16,B2,5c419222-092d-41ad-9d2f-9be0eff18033
8108,7689253,Vehicle immersive communication system,2010-03-30,B2,fe9bfb3f-7922-4215-8e7c-98e3e00c6f66
8109,7702126,Vehicle lift measurement system,2010-04-20,B2,996d1179-2d0d-4a05-ac9f-32c3eb34fb69
8110,7735367,Vehicle wheel balancer system with projection display,2010-06-15,B2,996d1179-2d0d-4a05-ac9f-32c3eb34fb69
8111,7744041,Vertical pipe guard,2010-06-29,B2,
8112,7744623,Vessel occlusion clamp,2010-06-29,B2,f39637f8-f2d8-4b4a-a5ee-9b2664719afd
8113,7710580,Vibration resistant interferometry,2010-05-04,B2,71c8e80b-923b-4d0f-bb7d-ed078ac34ebc
8114,7720146,Video compression system,2010-05-18,B2,80036ab9-99b7-45a2-9e3d-265347cb2c60
8115,7738553,Video compression system,2010-06-15,B2,80036ab9-99b7-45a2-9e3d-265347cb2c60
8116,7646401,Video-based passback event detection,2010-01-12,B2,b74d5a7a-82e4-46d6-99d1-1a7c986fe67d
8117,7733369,View handling in video surveillance systems,2010-06-08,B2,b74d5a7a-82e4-46d6-99d1-1a7c986fe67d
8118,7707287,Virtual host acceleration system,2010-04-27,B2,2ceda4af-f510-4e0c-8100-4868b5a2dd4c
8119,7680919,Virtual machine migration,2010-03-16,B2,24959b2e-642a-471d-952f-69c9e042e160
8120,7640382,"Virtual media systems, methods and devices",2009-12-29,B2,80036ab9-99b7-45a2-9e3d-265347cb2c60
8121,7722411,Voice and data patch panel having a bracket for structured wire enclosures,2010-05-25,B2,b3c623cd-bf05-4681-9628-fa658e53961b
8122,7677002,Wall sheathing system and method of installation,2010-03-16,B2,ecfefb45-37f8-417b-be12-19c6869a6b42
8123,7658941,Warming and nonirritating lubricant compositions and method of comparing irritation,2010-02-09,B2,c8f6d726-f19a-44c5-bfb4-b2b75d24373b
8124,7695136,Wavefront refractions and high order aberration correction when wavefront maps involve geometrical transformations,2010-04-13,B2,314ea638-4052-4f1c-9f04-a8994ab6fb0c
8125,7660074,Webbed ground plane structure for integrated lead suspensions,2010-02-09,B1,f9f0f188-a3e0-41f0-bb68-d9f038d5d301
8126,7678203,Welding flux,2010-03-16,B2,05eb422e-37fa-4558-a668-4708de75b01e
8127,7703751,Winch assembly including clutch mechanism,2010-04-27,B2,4b9e9772-333e-4b85-a684-35cb5c942e01
8128,7687742,Wire gripper for a drive unit of a wire feeder,2010-03-30,B2,05eb422e-37fa-4558-a668-4708de75b01e
8129,7692117,Wire gripper for a drive unit of a wire feeder,2010-04-06,B2,05eb422e-37fa-4558-a668-4708de75b01e
8130,7713200,"Wireless beacon for time-reversal acoustics, method of use and instrument containing thereof",2010-05-11,B1,
8131,7686225,Wireless code symbol reading system with automatic communication range dependent control,2010-03-30,B2,99dc8768-2d21-474e-8007-f244d493272b
8132,7701334,Wireless tracking system and method for sterilizable object,2010-04-20,B1,1157269c-d3c6-47db-8609-64045411c8bc
8133,7636046,Wireless tracking system and method with extreme temperature resistant tag,2009-12-22,B2,1157269c-d3c6-47db-8609-64045411c8bc
8134,7650282,Word spotting score normalization,2010-01-19,B1,b7783586-ea44-463f-af97-be05d9e03877
8135,7640161,Wordspotting system,2009-12-29,B2,b7783586-ea44-463f-af97-be05d9e03877
8136,7651499,Working channel for minimally invasive spine surgery,2010-01-26,B2,be6ea261-243c-44cb-bae8-1221fdb603ba
8137,7650887,Wound retractor,2010-01-26,B2,f39637f8-f2d8-4b4a-a5ee-9b2664719afd
8138,7720192,X-ray fluorescence apparatus,2010-05-18,B2,1fb6de62-cd57-4140-92d0-97fb792f6905
8139,7684538,X-ray scanning system,2010-03-23,B2,8b540692-aa6c-47fc-a655-3d68f2dd4902
8140,7702069,X-ray security inspection machine,2010-04-20,B2,31192a82-7669-4ffc-a0a9-5c63828f5369
8141,7704475,Zeolite catalyst with improved NOx reduction in SCR,2010-04-27,B2,a97e6d67-97fc-41a9-8760-2984f99bd940
8142,7785302,Access port identification systems and methods,2010-08-31,B2,476913c2-e6d6-4d09-aecd-c32bb1d0c48a
8143,7856531,Adaptive cache sizing by utilizing regenerative entries,2010-12-21,B2,e319fbe3-ce0f-4381-81d0-d10be5b8a8a3
8144,7783781,Adaptive compression,2010-08-24,B1,2ceda4af-f510-4e0c-8100-4868b5a2dd4c
8145,7787542,Adaptive filtering based upon boundary strength,2010-08-31,B2,8ce109d6-b9e3-4bd5-a20e-9d8b6e214f36
8146,7852170,"Adaptive impedance matching apparatus, system and method with improved dynamic range",2010-12-14,B2,aad14593-2828-48a6-92d5-55869a16f52a
8147,7826668,Adaptive region editing tool,2010-11-02,B1,f9762b36-ba2a-4871-a2f3-0378158f0e3d
8148,7810883,Adjustable child restraint device,2010-10-12,B2,9b8fc612-936a-4f51-8bfc-9f0b11d01236
8149,7766904,Adjustable laser probe for use in vitreoretinal surgery,2010-08-03,B2,6e11863c-ffa7-4011-8d19-3de8aef9e3e9
8150,7833287,Adjustable multi-axis prosthetic ankle and method of use thereof,2010-11-16,B2,945253d0-44fe-45cc-9701-9f4d6bc554ec
8151,7823317,Adjustable shooting rests and shooting rest assemblies,2010-11-02,B2,2fd5280e-524a-40c3-bad4-836e0db4585f
8152,7830262,Adjusting communication parameters while inventorying RFID tags,2010-11-09,B1,8f634d4f-3127-4753-9c65-a41eaaa86303
8153,7850224,Aerodynamic drag reducing apparatus,2010-12-14,B2,9e1964e9-84a3-4e77-96ba-d10c884c0109
8154,7802467,Analyte sensors and methods of use,2010-09-28,B2,9b175d75-45fa-4153-87b5-ed4886188444
8155,7779788,Animal training system with multiple configurable correction settings,2010-08-24,B2,1ea2bddd-8581-4962-a772-101f40bd7204
8156,7757636,Animal watering devices and methods of use,2010-07-20,B2,fbbe06fb-251e-45b7-a29e-64a3edf0694a
8157,7813777,Antenna tuner with zero volts impedance fold back,2010-10-12,B2,aad14593-2828-48a6-92d5-55869a16f52a
8158,7847066,Antibody that binds uridine diphosphate,2010-12-07,B2,1a836710-3f1b-421f-9fe7-25e033e43db2
8159,7838329,Antimony and germanium complexes useful for CVD\/ALD of metal thin films,2010-11-23,B2,8ecdee7a-9197-4d8f-b317-3e1900ebfa15
8160,7788747,Apparatus and method for closing hospital bed gaps,2010-09-07,B2,e5fc32c3-a913-455a-94ce-9932d30eefff
8161,7810990,Apparatus and method for gelling liquefied gasses,2010-10-12,B2,c1449770-2f1c-43b1-bda4-a068c0208ffe
8162,7846150,Apparatus and method for synchronizing a wireless remote control to a central control unit so as to allow remote control of a medical device over a secure wireless connection,2010-12-07,B2,60d95f5b-895d-4000-945c-10da0a3f5e88
8163,7791028,Apparatus and method for system identification,2010-09-07,B2,2b8ef938-c97a-41bd-861a-ee66087a9e97
8164,7791027,Apparatus and method providing a hand-held spectrometer,2010-09-07,B2,b9c8c30d-2766-47cf-8f63-b7be09e11cd4
8165,7777369,"Apparatus, system and methods for enabling linearity improvement in voltage controlled variable capacitors",2010-08-17,B2,75d91bba-90a3-4a9c-a4d5-3b96afdb50e2
8166,7827150,Application aware storage appliance archiving,2010-11-02,B1,06224c3c-a22d-4271-a044-67922a6c13bd
8167,7785316,Application of a system parameter as a method and mechanism for controlling eye chamber stability,2010-08-31,B2,f98db76c-c823-40bf-be3b-804382ae1952
8168,7843209,Architecture for local programming of quantum processor elements using latching qubits,2010-11-30,B2,798b0796-ea19-409d-8f6c-3cc15571ee76
8169,7833465,Arrangement and method for producing a three-dimensional product,2010-11-16,B2,48cb20b2-a98c-47cc-8a10-2d65b05c6059
8170,7804970,Array interconnect for improved directivity,2010-09-28,B2,1f19ef24-6ca1-4730-baa9-aaa179d91fe8
8171,7850731,Articulating spinal implant,2010-12-14,B2,02acf830-dda7-410d-901d-7278c5ae49fa
8172,7842246,"Assay plates, reader systems and methods for luminescence test measurements",2010-11-30,B2,e9beb73a-a82b-4fbc-bf85-40a2b0afd4dc
8173,7782338,Assisted adaptive region editing tool,2010-08-24,B1,
8174,7853022,Audio spatial environment engine,2010-12-14,B2,
8175,7814331,"Authentication apparatus, authentication method, and program",2010-10-12,B2,51bbb32a-d3e3-4133-9e8b-6a88cbbdabfa
8176,7783383,Automated pharmacy admixture system (APAS),2010-08-24,B2,7c42c45f-519a-4dfb-bdf5-6fc3aa57a55d
8177,7798968,Automatic detection system and method of spectral Doppler blood flow velocity,2010-09-21,B2,1df0d9cd-11fe-4a33-9c5d-f77ee7328e87
8178,7831562,Backup and restore operations using distributed control information,2010-11-09,B1,06224c3c-a22d-4271-a044-67922a6c13bd
